id,code,name,parent_id,lft,rgt,created_at,updated_at
1905,66.30-4,"Atividades de administração de fundos por contrato ou comissão",1904,3807,3810,2013-02-26 01:03:54.020822,2013-02-26 01:04:41.186723
1906,6630-4/00,"Atividades de administração de fundos por contrato ou comissão",1905,3808,3809,2013-02-26 01:03:54.026201,2013-02-26 01:04:41.182246
1907,L,"ATIVIDADES IMOBILIÁRIAS",,3813,3838,2013-02-26 01:03:54.028396,2013-02-26 01:04:41.279785
1908,68,"ATIVIDADES IMOBILIÁRIAS",1907,3814,3837,2013-02-26 01:03:54.036524,2013-02-26 01:04:41.272886
1909,68.1,"Atividades imobiliárias de imóveis próprios",1908,3815,3824,2013-02-26 01:03:54.040401,2013-02-26 01:04:41.229733
1910,68.10-2,"Atividades imobiliárias de imóveis próprios",1909,3816,3823,2013-02-26 01:03:54.045953,2013-02-26 01:04:41.223508
1911,6810-2/01,"Compra e venda de imóveis próprios",1910,3817,3818,2013-02-26 01:03:54.05024,2013-02-26 01:04:41.205199
1912,6810-2/02,"Aluguel de imóveis próprios",1910,3819,3820,2013-02-26 01:03:54.05495,2013-02-26 01:04:41.210404
1913,6810-2/03,"Loteamento de imóveis próprios",1910,3821,3822,2013-02-26 01:03:54.059163,2013-02-26 01:04:41.216163
1914,68.2,"Atividades imobiliárias por contrato ou comissão",1908,3825,3836,2013-02-26 01:03:54.06452,2013-02-26 01:04:41.269507
1915,68.21-8,"Intermediação na compra, venda e aluguel de imóveis",1914,3826,3831,2013-02-26 01:03:54.069179,2013-02-26 01:04:41.24734
1916,6821-8/01,"Corretagem na compra e venda e avaliação de imóveis",1915,3827,3828,2013-02-26 01:03:54.073309,2013-02-26 01:04:41.238611
1917,6821-8/02,"Corretagem no aluguel de imóveis",1915,3829,3830,2013-02-26 01:03:54.077484,2013-02-26 01:04:41.243815
1918,68.22-6,"Gestão e administração da propriedade imobiliária",1914,3832,3835,2013-02-26 01:03:54.081085,2013-02-26 01:04:41.263317
1919,6822-6/00,"Gestão e administração da propriedade imobiliária",1918,3833,3834,2013-02-26 01:03:54.087966,2013-02-26 01:04:41.257824
1920,M,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",,3839,3864,2013-02-26 01:03:54.090044,2013-02-26 01:04:41.509107
1921,69,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",1920,3840,3863,2013-02-26 01:03:54.093927,2013-02-26 01:04:41.505449
1922,69.1,"Atividades jurídicas",1921,3841,3854,2013-02-26 01:03:54.097892,2013-02-26 01:04:41.457865
1923,69.11-7,"Atividades jurídicas, exceto cartórios",1922,3842,3849,2013-02-26 01:03:54.101504,2013-02-26 01:04:41.442683
1924,6911-7/01,"Serviços advocatícios",1923,3843,3844,2013-02-26 01:03:54.10703,2013-02-26 01:04:41.293691
1925,6911-7/02,"Atividades auxiliares da justiça",1923,3845,3846,2013-02-26 01:03:54.110997,2013-02-26 01:04:41.303525
1926,6911-7/03,"Agente de propriedade industrial",1923,3847,3848,2013-02-26 01:03:54.115338,2013-02-26 01:04:41.43864
1927,69.12-5,"Cartórios",1922,3850,3853,2013-02-26 01:03:54.121494,2013-02-26 01:04:41.454353
1928,6912-5/00,"Cartórios",1927,3851,3852,2013-02-26 01:03:54.126627,2013-02-26 01:04:41.451127
1929,69.2,"Atividades de contabilidade, consultoria e auditoria contábil e tributária",1921,3855,3862,2013-02-26 01:03:54.130463,2013-02-26 01:04:41.50197
1930,69.20-6,"Atividades de contabilidade, consultoria e auditoria contábil e tributária",1929,3856,3861,2013-02-26 01:03:54.134991,2013-02-26 01:04:41.494873
1931,6920-6/01,"Atividades de contabilidade",1930,3857,3858,2013-02-26 01:03:54.139308,2013-02-26 01:04:41.471567
1932,6920-6/02,"Atividades de consultoria e auditoria contábil e tributária",1930,3859,3860,2013-02-26 01:03:54.143766,2013-02-26 01:04:41.489824
1933,70,"ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL",,3865,3876,2013-02-26 01:03:54.146942,2013-02-26 01:04:41.557675
1934,70.1,"Sedes de empresas e unidades administrativas locais",1933,3866,3869,2013-02-26 01:03:54.150729,2013-02-26 01:04:41.526148
1935,70.10-7,"Sedes de empresas e unidades administrativas locais",1934,3867,3868,2013-02-26 01:03:54.156885,2013-02-26 01:04:41.521895
1936,70.2,"Atividades de consultoria em gestão empresarial",1933,3870,3875,2013-02-26 01:03:54.160511,2013-02-26 01:04:41.553577
1937,70.20-4,"Atividades de consultoria em gestão empresarial",1936,3871,3874,2013-02-26 01:03:54.166391,2013-02-26 01:04:41.541603
1938,7020-4/00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",1937,3872,3873,2013-02-26 01:03:54.170303,2013-02-26 01:04:41.536766
1939,71,"SERVIÇOS DE ARQUITETURA E ENGENHARIA, TESTES E ANÁLISES TÉCNICAS",,3877,3906,2013-02-26 01:03:54.17317,2013-02-26 01:04:41.67377
1940,71.1,"Serviços de arquitetura e engenharia e atividades técnicas relacionadas",1939,3878,3899,2013-02-26 01:03:54.177953,2013-02-26 01:04:41.64283
1941,71.11-1,"Serviços de arquitetura",1940,3879,3882,2013-02-26 01:03:54.181477,2013-02-26 01:04:41.572784
1942,7111-1/00,"Serviços de arquitetura",1941,3880,3881,2013-02-26 01:03:54.186695,2013-02-26 01:04:41.569599
1943,71.12-0,"Serviços de engenharia",1940,3883,3886,2013-02-26 01:03:54.191045,2013-02-26 01:04:41.583952
1944,7112-0/00,"Serviços de engenharia",1943,3884,3885,2013-02-26 01:03:54.197222,2013-02-26 01:04:41.580754
1945,71.19-7,"Atividades técnicas relacionadas à arquitetura e engenharia",1940,3887,3898,2013-02-26 01:03:54.200939,2013-02-26 01:04:41.639304
1946,7119-7/01,"Serviços de cartografia, topografia e geodésia",1945,3888,3889,2013-02-26 01:03:54.2076,2013-02-26 01:04:41.597351
1947,7119-7/02,"Atividades de estudos geológicos",1945,3890,3891,2013-02-26 01:03:54.211489,2013-02-26 01:04:41.609851
1948,7119-7/03,"Serviços de desenho técnico relacionados à arquitetura e engenharia",1945,3892,3893,2013-02-26 01:03:54.216001,2013-02-26 01:04:41.62234
1949,7119-7/04,"Serviços de perícia técnica relacionados à segurança do trabalho",1945,3894,3895,2013-02-26 01:03:54.219784,2013-02-26 01:04:41.627282
1950,7119-7/99,"Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente",1945,3896,3897,2013-02-26 01:03:54.225305,2013-02-26 01:04:41.634133
1951,71.2,"Testes e análises técnicas",1939,3900,3905,2013-02-26 01:03:54.229857,2013-02-26 01:04:41.667545
1952,71.20-1,"Testes e análises técnicas",1951,3901,3904,2013-02-26 01:03:54.234756,2013-02-26 01:04:41.658041
1953,7120-1/00,"Testes e análises técnicas",1952,3902,3903,2013-02-26 01:03:54.238431,2013-02-26 01:04:41.651033
1954,72,"PESQUISA E DESENVOLVIMENTO CIENTÍFICO",,3907,3920,2013-02-26 01:03:54.24064,2013-02-26 01:04:41.729684
1955,72.1,"Pesquisa e desenvolvimento experimental em ciências físicas e naturais",1954,3908,3913,2013-02-26 01:03:54.24659,2013-02-26 01:04:41.694015
1956,72.10-0,"Pesquisa e desenvolvimento experimental em ciências físicas e naturais",1955,3909,3912,2013-02-26 01:03:54.250229,2013-02-26 01:04:41.691113
1957,7210-0/00,"Pesquisa e desenvolvimento experimental em ciências físicas e naturais",1956,3910,3911,2013-02-26 01:03:54.254403,2013-02-26 01:04:41.686549
1958,72.2,"Pesquisa e desenvolvimento experimental em ciências sociais e humanas",1954,3914,3919,2013-02-26 01:03:54.258353,2013-02-26 01:04:41.722868
1959,72.20-7,"Pesquisa e desenvolvimento experimental em ciências sociais e humanas",1958,3915,3918,2013-02-26 01:03:54.265524,2013-02-26 01:04:41.712327
1960,7220-7/00,"Pesquisa e desenvolvimento experimental em ciências sociais e humanas",1959,3916,3917,2013-02-26 01:03:54.269819,2013-02-26 01:04:41.702915
1961,73,"PUBLICIDADE E PESQUISA DE MERCADO",,3921,3950,2013-02-26 01:03:54.271829,2013-02-26 01:04:41.908895
1962,73.1,"Publicidade",1961,3922,3943,2013-02-26 01:03:54.276396,2013-02-26 01:04:41.835089
1963,73.11-4,"Agências de publicidade",1962,3923,3926,2013-02-26 01:03:54.280952,2013-02-26 01:04:41.745114
1964,7311-4/00,"Agências de publicidade",1963,3924,3925,2013-02-26 01:03:54.288523,2013-02-26 01:04:41.741598
1965,73.12-2,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",1962,3927,3930,2013-02-26 01:03:54.294441,2013-02-26 01:04:41.762944
1966,7312-2/00,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",1965,3928,3929,2013-02-26 01:03:54.298975,2013-02-26 01:04:41.756621
1967,73.19-0,"Atividades de publicidade não especificadas anteriormente",1962,3931,3942,2013-02-26 01:03:54.303163,2013-02-26 01:04:41.83158
1968,7319-0/01,"Criação de estandes para feiras e exposições",1967,3932,3933,2013-02-26 01:03:54.308083,2013-02-26 01:04:41.78141
1969,7319-0/02,"Promoção de vendas",1967,3934,3935,2013-02-26 01:03:54.311897,2013-02-26 01:04:41.788927
1970,7319-0/03,"Marketing direto",1967,3936,3937,2013-02-26 01:03:54.316705,2013-02-26 01:04:41.800458
1971,7319-0/04,"Consultoria em publicidade",1967,3938,3939,2013-02-26 01:03:54.320379,2013-02-26 01:04:41.808147
1972,7319-0/99,"Outras atividades de publicidade não especificadas anteriormente",1967,3940,3941,2013-02-26 01:03:54.326423,2013-02-26 01:04:41.813589
1973,73.2,"Pesquisas de mercado e de opinião pública",1961,3944,3949,2013-02-26 01:03:54.330493,2013-02-26 01:04:41.87612
1974,73.20-3,"Pesquisas de mercado e de opinião pública",1973,3945,3948,2013-02-26 01:03:54.335076,2013-02-26 01:04:41.86666
1975,7320-3/00,"Pesquisas de mercado e de opinião pública",1974,3946,3947,2013-02-26 01:03:54.339017,2013-02-26 01:04:41.855918
1976,74,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",,3951,3990,2013-02-26 01:03:54.340938,2013-02-26 01:04:42.146375
1977,74.1,"Design e decoração de interiores",1976,3952,3959,2013-02-26 01:03:54.346609,2013-02-26 01:04:41.998943
1978,74.10-2,"Design e decoração de interiores",1977,3953,3958,2013-02-26 01:03:54.350669,2013-02-26 01:04:41.990889
1979,7410-2/01,"Design",1978,3954,3955,2013-02-26 01:03:54.355239,2013-02-26 01:04:41.936507
1980,7410-2/02,"Decoração de interiores",1978,3956,3957,2013-02-26 01:03:54.358925,2013-02-26 01:04:41.981261
1981,74.2,"Atividades fotográficas e similares",1976,3960,3973,2013-02-26 01:03:54.366393,2013-02-26 01:04:42.079129
1982,74.20-0,"Atividades fotográficas e similares",1981,3961,3972,2013-02-26 01:03:54.370984,2013-02-26 01:04:42.07367
1983,7420-0/01,"Atividades de produção de fotografias, exceto aérea e submarina",1982,3962,3963,2013-02-26 01:03:54.375641,2013-02-26 01:04:42.016384
1984,7420-0/02,"Atividades de produção de fotografias aéreas e submarinas",1982,3964,3965,2013-02-26 01:03:54.459148,2013-02-26 01:04:42.037498
1985,7420-0/03,"Laboratórios fotográficos",1982,3966,3967,2013-02-26 01:03:54.464904,2013-02-26 01:04:42.045086
1986,7420-0/04,"Filmagem de festas e eventos",1982,3968,3969,2013-02-26 01:03:54.469578,2013-02-26 01:04:42.058544
1987,7420-0/05,"Serviços de microfilmagem",1982,3970,3971,2013-02-26 01:03:54.474166,2013-02-26 01:04:42.067674
1988,74.9,"Atividades profissionais, científicas e técnicas não especificadas anteriormente",1976,3974,3989,2013-02-26 01:03:54.478274,2013-02-26 01:04:42.142987
1989,74.90-1,"Atividades profissionais, científicas e técnicas não especificadas anteriormente",1988,3975,3988,2013-02-26 01:03:54.481888,2013-02-26 01:04:42.139594
1990,7490-1/01,"Serviços de tradução, interpretação e similares",1989,3976,3977,2013-02-26 01:03:54.488471,2013-02-26 01:04:42.103282
1991,7490-1/02,"Escafandria e mergulho",1989,3978,3979,2013-02-26 01:03:54.49226,2013-02-26 01:04:42.109623
1992,7490-1/03,"Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias",1989,3980,3981,2013-02-26 01:03:54.497261,2013-02-26 01:04:42.116322
1993,7490-1/04,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",1989,3982,3983,2013-02-26 01:03:54.501066,2013-02-26 01:04:42.123104
1994,7490-1/05,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",1989,3984,3985,2013-02-26 01:03:54.632331,2013-02-26 01:04:42.127724
1995,7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",1989,3986,3987,2013-02-26 01:03:54.637099,2013-02-26 01:04:42.13341
1996,75,"ATIVIDADES VETERINÁRIAS",,3991,3998,2013-02-26 01:03:54.639341,2013-02-26 01:04:42.177835
1997,75.0,"Atividades veterinárias",1996,3992,3997,2013-02-26 01:03:54.646483,2013-02-26 01:04:42.174569
1998,75.00-1,"Atividades veterinárias",1997,3993,3996,2013-02-26 01:03:54.650524,2013-02-26 01:04:42.17157
1999,7500-1/00,"Atividades veterinárias",1998,3994,3995,2013-02-26 01:03:54.655483,2013-02-26 01:04:42.162108
2000,N,"ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES",,3999,4072,2013-02-26 01:03:54.657707,2013-02-26 01:04:42.467536
2001,77,"ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS",2000,4000,4071,2013-02-26 01:03:54.661734,2013-02-26 01:04:42.43363
2002,77.1,"Locação de meios de transporte sem condutor",2001,4001,4014,2013-02-26 01:03:54.667574,2013-02-26 01:04:42.228923
2003,77.11-0,"Locação de automóveis sem condutor",2002,4002,4005,2013-02-26 01:03:54.671391,2013-02-26 01:04:42.196797
2004,7711-0/00,"Locação de automóveis sem condutor",2003,4003,4004,2013-02-26 01:03:54.676621,2013-02-26 01:04:42.193303
2005,77.19-5,"Locação de meios de transporte, exceto automóveis, sem condutor",2002,4006,4013,2013-02-26 01:03:54.680569,2013-02-26 01:04:42.225926
2006,7719-5/01,"Locação de embarcações sem tripulação, exceto para fins recreativos",2005,4007,4008,2013-02-26 01:03:54.686785,2013-02-26 01:04:42.206889
2007,7719-5/02,"Locação de aeronaves sem tripulação",2005,4009,4010,2013-02-26 01:03:54.690577,2013-02-26 01:04:42.213153
2008,7719-5/99,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",2005,4011,4012,2013-02-26 01:03:54.698382,2013-02-26 01:04:42.221541
2009,77.2,"Aluguel de objetos pessoais e domésticos",2001,4015,4038,2013-02-26 01:03:54.702338,2013-02-26 01:04:42.310812
2010,77.21-7,"Aluguel de equipamentos recreativos e esportivos",2009,4016,4019,2013-02-26 01:03:54.708685,2013-02-26 01:04:42.242495
2011,7721-7/00,"Aluguel de equipamentos recreativos e esportivos",2010,4017,4018,2013-02-26 01:03:54.71358,2013-02-26 01:04:42.238213
2012,77.22-5,"Aluguel de fitas de vídeo, DVDs e similares",2009,4020,4023,2013-02-26 01:03:54.718429,2013-02-26 01:04:42.257339
2013,7722-5/00,"Aluguel de fitas de vídeo, DVDs e similares",2012,4021,4022,2013-02-26 01:03:54.722168,2013-02-26 01:04:42.250205
2014,77.23-3,"Aluguel de objetos do vestuário, jóias e acessórios",2009,4024,4027,2013-02-26 01:03:54.728488,2013-02-26 01:04:42.279137
2015,7723-3/00,"Aluguel de objetos do vestuário, jóias e acessórios",2014,4025,4026,2013-02-26 01:03:54.732662,2013-02-26 01:04:42.273145
2016,77.29-2,"Aluguel de objetos pessoais e domésticos não especificados anteriormente",2009,4028,4037,2013-02-26 01:03:54.737381,2013-02-26 01:04:42.306954
2017,7729-2/01,"Aluguel de aparelhos de jogos eletrônicos",2016,4029,4030,2013-02-26 01:03:54.740995,2013-02-26 01:04:42.287656
2018,7729-2/02,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal, instrumentos musicais",2016,4031,4032,2013-02-26 01:03:54.747454,2013-02-26 01:04:42.292128
2019,7729-2/03,"Aluguel de material médico",2016,4033,4034,2013-02-26 01:03:54.751493,2013-02-26 01:04:42.296944
2020,7729-2/99,"Aluguel de outros objetos pessoais e domésticos não especificados anteriormente",2016,4035,4036,2013-02-26 01:03:54.756111,2013-02-26 01:04:42.302312
2021,77.3,"Aluguel de máquinas e equipamentos sem operador",2001,4039,4064,2013-02-26 01:03:54.760626,2013-02-26 01:04:42.40183
2022,77.31-4,"Aluguel de máquinas e equipamentos agrícolas sem operador",2021,4040,4043,2013-02-26 01:03:54.768284,2013-02-26 01:04:42.33299
2023,7731-4/00,"Aluguel de máquinas e equipamentos agrícolas sem operador",2022,4041,4042,2013-02-26 01:03:54.77231,2013-02-26 01:04:42.329892
2024,77.32-2,"Aluguel de máquinas e equipamentos para construção sem operador",2021,4044,4049,2013-02-26 01:03:54.783384,2013-02-26 01:04:42.350933
2025,7732-2/01,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",2024,4045,4046,2013-02-26 01:03:54.792005,2013-02-26 01:04:42.340762
2026,7732-2/02,"Aluguel de andaimes",2024,4047,4048,2013-02-26 01:03:54.798744,2013-02-26 01:04:42.346206
2027,77.33-1,"Aluguel de máquinas e equipamentos para escritório",2021,4050,4053,2013-02-26 01:03:54.809251,2013-02-26 01:04:42.362077
2028,7733-1/00,"Aluguel de máquinas e equipamentos para escritório",2027,4051,4052,2013-02-26 01:03:54.817561,2013-02-26 01:04:42.358596
2029,77.39-0,"Aluguel de máquinas e equipamentos não especificados anteriormente",2021,4054,4063,2013-02-26 01:03:54.822264,2013-02-26 01:04:42.398612
2030,7739-0/01,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",2029,4055,4056,2013-02-26 01:03:54.829647,2013-02-26 01:04:42.376515
2031,7739-0/02,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",2029,4057,4058,2013-02-26 01:03:54.83736,2013-02-26 01:04:42.383329
2032,7739-0/03,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",2029,4059,4060,2013-02-26 01:03:54.842149,2013-02-26 01:04:42.389531
2033,7739-0/99,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",2029,4061,4062,2013-02-26 01:03:54.851585,2013-02-26 01:04:42.395222
2034,77.4,"Gestão de ativos intangíveis não-financeiros",2001,4065,4070,2013-02-26 01:03:54.856629,2013-02-26 01:04:42.427483
2035,77.40-3,"Gestão de ativos intangíveis não-financeiros",2034,4066,4069,2013-02-26 01:03:54.860477,2013-02-26 01:04:42.423657
2036,7740-3/00,"Gestão de ativos intangíveis não-financeiros",2035,4067,4068,2013-02-26 01:03:54.866313,2013-02-26 01:04:42.416307
2037,78,"SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA",,4073,4092,2013-02-26 01:03:54.870543,2013-02-26 01:04:42.545294
2038,78.1,"Seleção e agenciamento de mão-de-obra",2037,4074,4079,2013-02-26 01:03:54.875212,2013-02-26 01:04:42.49076
2039,78.10-8,"Seleção e agenciamento de mão-de-obra",2038,4075,4078,2013-02-26 01:03:54.879038,2013-02-26 01:04:42.486442
2040,7810-8/00,"Seleção e agenciamento de mão-de-obra",2039,4076,4077,2013-02-26 01:03:54.885981,2013-02-26 01:04:42.48232
2041,78.2,"Locação de mão-de-obra temporária",2037,4080,4085,2013-02-26 01:03:54.890201,2013-02-26 01:04:42.523345
2042,78.20-5,"Locação de mão-de-obra temporária",2041,4081,4084,2013-02-26 01:03:54.894507,2013-02-26 01:04:42.514406
2043,7820-5/00,"Locação de mão-de-obra temporária",2042,4082,4083,2013-02-26 01:03:54.898365,2013-02-26 01:04:42.508515
2044,78.3,"Fornecimento e gestão de recursos humanos para terceiros",2037,4086,4091,2013-02-26 01:03:54.904865,2013-02-26 01:04:42.542087
2045,78.30-2,"Fornecimento e gestão de recursos humanos para terceiros",2044,4087,4090,2013-02-26 01:03:54.909468,2013-02-26 01:04:42.536159
2046,7830-2/00,"Fornecimento e gestão de recursos humanos para terceiros",2045,4088,4089,2013-02-26 01:03:54.913494,2013-02-26 01:04:42.531479
2047,79,"AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS",,4093,4110,2013-02-26 01:03:54.916022,2013-02-26 01:04:42.611621
2048,79.1,"Agências de viagens e operadores turísticos",2047,4094,4103,2013-02-26 01:03:54.920461,2013-02-26 01:04:42.59072
2049,79.11-2,"Agências de viagens",2048,4095,4098,2013-02-26 01:03:54.926447,2013-02-26 01:04:42.566972
2050,7911-2/00,"Agências de viagens",2049,4096,4097,2013-02-26 01:03:54.930482,2013-02-26 01:04:42.562506
2051,79.12-1,"Operadores turísticos",2048,4099,4102,2013-02-26 01:03:54.935877,2013-02-26 01:04:42.587628
2052,7912-1/00,"Operadores turísticos",2051,4100,4101,2013-02-26 01:03:54.939834,2013-02-26 01:04:42.582537
2053,79.9,"Serviços de reservas e outros serviços de turismo não especificados anteriormente",2047,4104,4109,2013-02-26 01:03:54.943942,2013-02-26 01:04:42.608599
2054,79.90-2,"Serviços de reservas e outros serviços de turismo não especificados anteriormente",2053,4105,4108,2013-02-26 01:03:54.948824,2013-02-26 01:04:42.60485
2055,7990-2/00,"Serviços de reservas e outros serviços de turismo não especificados anteriormente",2054,4106,4107,2013-02-26 01:03:54.954132,2013-02-26 01:04:42.601598
2056,80,"ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO",,4111,4136,2013-02-26 01:03:54.956506,2013-02-26 01:04:42.699228
2057,80.1,"Atividades de vigilância, segurança privada e transporte de valores",2056,4112,4123,2013-02-26 01:03:54.960158,2013-02-26 01:04:42.65206
2058,80.11-1,"Atividades de vigilância e segurança privada",2057,4113,4118,2013-02-26 01:03:54.965918,2013-02-26 01:04:42.638833
2059,8011-1/01,"Atividades de vigilância e segurança privada",2058,4114,4115,2013-02-26 01:03:54.970258,2013-02-26 01:04:42.628926
2060,8011-1/02,"Serviços de adestramento de cães de guarda",2058,4116,4117,2013-02-26 01:03:54.97458,2013-02-26 01:04:42.635153
2061,80.12-9,"Atividades de transporte de valores",2057,4119,4122,2013-02-26 01:03:54.978381,2013-02-26 01:04:42.649135
2062,8012-9/00,"Atividades de transporte de valores",2061,4120,4121,2013-02-26 01:03:54.981937,2013-02-26 01:04:42.646085
2063,80.2,"Atividades de monitoramento de sistemas de segurança",2056,4124,4129,2013-02-26 01:03:54.98895,2013-02-26 01:04:42.673399
2064,80.20-0,"Atividades de monitoramento de sistemas de segurança",2063,4125,4128,2013-02-26 01:03:54.993632,2013-02-26 01:04:42.666996
2065,8020-0/00,"Atividades de monitoramento de sistemas de segurança",2064,4126,4127,2013-02-26 01:03:54.999731,2013-02-26 01:04:42.66185
2066,80.3,"Atividades de investigação particular",2056,4130,4135,2013-02-26 01:03:55.00816,2013-02-26 01:04:42.695326
2067,80.30-7,"Atividades de investigação particular",2066,4131,4134,2013-02-26 01:03:55.012121,2013-02-26 01:04:42.691529
2068,8030-7/00,"Atividades de investigação particular",2067,4132,4133,2013-02-26 01:03:55.019843,2013-02-26 01:04:42.687355
2069,81,"SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS",,4137,4168,2013-02-26 01:03:55.022043,2013-02-26 01:04:42.809824
2070,81.1,"Serviços combinados para apoio a edifícios",2069,4138,4147,2013-02-26 01:03:55.028638,2013-02-26 01:04:42.732578
2071,81.11-7,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",2070,4139,4142,2013-02-26 01:03:55.032563,2013-02-26 01:04:42.713439
2072,8111-7/00,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",2071,4140,4141,2013-02-26 01:03:55.03956,2013-02-26 01:04:42.710494
2073,81.12-5,"Condomínios prediais",2070,4143,4146,2013-02-26 01:03:55.04507,2013-02-26 01:04:42.728599
2074,8112-5/00,"Condomínios prediais",2073,4144,4145,2013-02-26 01:03:55.04971,2013-02-26 01:04:42.721089
2075,81.2,"Atividades de limpeza",2069,4148,4161,2013-02-26 01:03:55.054844,2013-02-26 01:04:42.784788
2076,81.21-4,"Limpeza em prédios e em domicílios",2075,4149,4152,2013-02-26 01:03:55.058795,2013-02-26 01:04:42.750054
2077,8121-4/00,"Limpeza em prédios e em domicílios",2076,4150,4151,2013-02-26 01:03:55.062292,2013-02-26 01:04:42.745333
2078,81.22-2,"Imunização e controle de pragas urbanas",2075,4153,4156,2013-02-26 01:03:55.068875,2013-02-26 01:04:42.767276
2079,8122-2/00,"Imunização e controle de pragas urbanas",2078,4154,4155,2013-02-26 01:03:55.073218,2013-02-26 01:04:42.762927
2080,81.29-0,"Atividades de limpeza não especificadas anteriormente",2075,4157,4160,2013-02-26 01:03:55.077359,2013-02-26 01:04:42.776769
2081,8129-0/00,"Atividades de limpeza não especificadas anteriormente",2080,4158,4159,2013-02-26 01:03:55.081689,2013-02-26 01:04:42.77331
2082,81.3,"Atividades paisagísticas",2069,4162,4167,2013-02-26 01:03:55.087238,2013-02-26 01:04:42.806645
2083,81.30-3,"Atividades paisagísticas",2082,4163,4166,2013-02-26 01:03:55.091087,2013-02-26 01:04:42.802642
2084,8130-3/00,"Atividades paisagísticas",2083,4164,4165,2013-02-26 01:03:55.09607,2013-02-26 01:04:42.79876
2085,82,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS",,4169,4224,2013-02-26 01:03:55.098325,2013-02-26 01:04:43.106963
2086,82.1,"Serviços de escritório e apoio administrativo",2085,4170,4181,2013-02-26 01:03:55.102067,2013-02-26 01:04:42.851652
2087,82.11-3,"Serviços combinados de escritório e apoio administrativo",2086,4171,4174,2013-02-26 01:03:55.108379,2013-02-26 01:04:42.823955
2088,8211-3/00,"Serviços combinados de escritório e apoio administrativo",2087,4172,4173,2013-02-26 01:03:55.112075,2013-02-26 01:04:42.82107
2089,82.19-9,"Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo",2086,4175,4180,2013-02-26 01:03:55.118049,2013-02-26 01:04:42.84172
2090,8219-9/01,"Fotocópias",2089,4176,4177,2013-02-26 01:03:55.125374,2013-02-26 01:04:42.831609
2091,8219-9/99,"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente",2089,4178,4179,2013-02-26 01:03:55.129561,2013-02-26 01:04:42.83684
2092,82.2,"Atividades de teleatendimento",2085,4182,4187,2013-02-26 01:03:55.134214,2013-02-26 01:04:42.868952
2093,82.20-2,"Atividades de teleatendimento",2092,4183,4186,2013-02-26 01:03:55.139594,2013-02-26 01:04:42.865821
2094,8220-2/00,"Atividades de teleatendimento",2093,4184,4185,2013-02-26 01:03:55.148561,2013-02-26 01:04:42.861045
2095,82.3,"Atividades de organização de eventos, exceto culturais e esportivos",2085,4188,4195,2013-02-26 01:03:55.156921,2013-02-26 01:04:42.890559
2096,82.30-0,"Atividades de organização de eventos, exceto culturais e esportivos",2095,4189,4194,2013-02-26 01:03:55.16578,2013-02-26 01:04:42.886362
2097,8230-0/01,"Serviços de organização de feiras, congressos, exposições e festas",2096,4190,4191,2013-02-26 01:03:55.171357,2013-02-26 01:04:42.876394
2098,8230-0/02,"Casas de festas e eventos",2096,4192,4193,2013-02-26 01:03:55.179205,2013-02-26 01:04:42.882548
2099,82.9,"Outras atividades de serviços prestados principalmente às empresas",2085,4196,4223,2013-02-26 01:03:55.186509,2013-02-26 01:04:43.101964
