44209300;INDENIZAÇÕES E RESTITUIÇÕES;A;REGISTRA O  VALOR DAS TRANSFERÊNCIAS EFETUADAS À UNIÃO  PARA REALIZAÇÕES DE DESPESAS DE CAPITAL, COM INDENIZAÇÕES, EXCLUSIVE AS TRABALHISTAS, E RESTITUIÇÕES, DEVIDAS POR ÓRGÃOS E ENTIDADES A QUALQUER TÍTULO, INCLUSIVE DEVOLUÇÃO DE RECEITAS QUANDO NÃO FOR POSSÍVEL EFETUAR ESSA DEVOLUÇÃO IMEDIATA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44209900;OUTROS INVESTIMENTOS A CLASSIFICAR;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A UNIÃO PARA ATENDER  A OUTRAS DESPESAS COM INVESTIMENTOS NÃO CLASSIFICÁVEIS NOS ELEMENTOS ANTERIORES;;;;;;;;;;;;;;;;;;;;;;;;;;;
44300000;TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS TRANSFERÊNCIAS EFETUADAS AOS ESTADOS E AO DISTRITO FEDERAL PARA REALIZAÇÃO DE DESPESAS COM INVESTIMENTOS;;;;;;;;;;;;;;;;;;;;;;;;;;;
44304100;CONTRIBUIÇÕES;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL A TÍTULO DE DESPESAS ÀS QUAIS NÃO CORRESPONDA CONTRAPRESTAÇÃO DIRETA EM BENS E SERVIÇOS E NÃO SEJA REEMBOLSÁVEL PELO RECEBEDOR, INCLUSIVE AS DESTINADAS A ATENDER A DESPESAS DE MANUTENÇÃO DE OUTRAS ENTIDADES DE DIREITO PÚBLICO OU PRIVADO, OBSERVADO O DISPOSTO NA LEGISLAÇÃO VIGENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
44304200;AUXÍLIOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL PARA ATENDER  DESPESAS DE INVESTIMENTOS OU INVERSÕES FINANCEIRAS DE OUTRAS ESFERAS DE GOVERNO OU DE ENTIDADES PRIVADAS SEM FINS LUCRATIVOS, OBSERVADO, RESPECTIVAMENTE, O DISPOSTO NOS ARTIGOS 25 E 26 DA LEI COMPLEMENTAR N. 101, DE 2000.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44304300;SUBVENÇÕES SOCIAIS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL PARA ATENDER A DESPESAS DE CAPITAL COM INSTITUIÇÕES PRIVADAS DE CARÁTER ASSISTENCIAL OU CULTURAL, SEM FINALIDADE LUCRATIVA, E ACORDO COM OS ARTS.16, PARÁGRAFO ÚNICO, E 17 DALEI N° 4320, DE 1964, OBSERVADO O DISPOSTO NO ART.26 DA LEI COMPLEMENTAR N°101, DE 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
44719160;SENTENÇAS JUDICIAIS;A;REGISTRA O  VALOR DAS TRANSFERÊNCIAS A CONSÓRCIOS PARA DESPESAS RESULTANTES DE: A) PAGAMENTO DE PRECATÓRIOS;;;;;;;;;;;;;;;;;;;;;;;;;;;
44305100;OBRAS E INSTALAÇÕES;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A ESTADOS A AO DISTRITO FEDERAL PARA ATENDER A DESPESAS COM  ESTUDOS E PROJETOS; INÍCIO, PROSSEGUIMENTO E CONCLUSÃO DE OBRAS;PAGAMENTO DE PESSOAL TEMPORÁRIO NÃO PERTENCENTE AO QUADRO DA ENTIDADE E NECESSÁRIO À REALIZAÇÃO DAS MESMAS; PAGAMENTO DE OBRAS CONTRATADAS; INSTALAÇÕES QUE SEJAM INCORPORÁVEIS OU INERENTES AO IMÓVEL, TAIS COMO: ELEVADORES, APARELHAGEM PARA AR CONDICIONADO CENTRAL, ETC;;;;;;;;;;;;;;;;;;;;;;;
44704200;AUXÍLIOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A INSTITUIÇÕES MULTIGOVERNAMENTAIS PARA ATENDER  DESPESAS DE INVESTIMENTOS OU INVERSÕES FINANCEIRAS DE OUTRAS ESFERAS DE GOVERNO OU DE ENTIDADES PRIVADAS SEM FINS LUCRATIVOS, OBSERVADO, RESPECTIVAMENTE, O DISPOSTO NOS ARTIGOS 25 E 26 DA LEI COMPLEMENTAR N. 101, DE 2000.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44409100;SENTENÇAS JUDICIAIS;S;REPRESENTA O SOMATÓRIO  DAS TRANSFERÊNCIAS A MUNICÍPIOS PARA ATENDER  A DESPESAS RESULTANTES DE: A) PAGAMENTO DE PRECATÓRIOS, EM CUMPRIMENTO AO DISPOSTO NO ART. 100 E SEUS PARÁGRAFOS DA CONSTITUIÇÃO, E NO ART. 78 DO ADCT; B) CUMPRIMENTO DE SENTENÇAS JUDICIAIS TRANSITADAS EM JULGADO, DE EMPRESAS PÚBLICAS E SOCIEDADES DE ECONOMIA MISTA, INTEGRANTES DOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL; C) CUMPRIMENTO DE SENTENÇAS  JUDICIAIS, TRANSITADAS EM JULGADO, DE PEQUENO VALOR, NA FORMA DEFINIDA EM LEI, NOS TERMOS DO § 3° DO ART.100 DA CONSTITUIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;
44710000;TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS TRANSFERÊNCIAS A CONSÓRCIOS PARA DESPESAS REALIZADAS COM  INVESTIMENTOS, MEDIANTE TRANSFERÊNCIA DE RECURSOS FINANCEIROS A ENTIDADES CRIADAS SOB A FORMA DE CONSÓRCIOS PÚBLICOS NOS TERMOS DAlEI Nº 11107/05 DE 06/04/05, OBJETIVANDO A EXECUÇÃO DE PROGRAMAS E AÇÕES DOS RESPECTIVOS ENTES CONSORCIADOS, EM ATENDIMENTO AO ART.1º DA PORTARIA INTERMINISTERIAL Nº 688/05 DE 14/10/05;;;;;;;;;;;;;;;;;;;;;;;;;;;
44305200;EQUIPAMENTO E MATERIAL PERMANENTE;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A ESTADOS A AO DISTRITO FEDERAL PARA ATENDER A DESPESAS  COM AQUISIÇÃO DE AERONAVES; APARELHOS DE MEDIÇÃO; APARELHOS E EQUIPAMENTOS DE COMUNICAÇÃO; APARELHOS , EQUIPAMENTOS E UTENSÍLIOS MÉDICO, ODONTOLÓGICO, LABORATORIAL E HOSPITALAR; APARELHOS E EQUIPAMENTOS PARA ESPORTE E DIVERSÕES; APARELHOS E UTENSÍLIOS DOMÉSTICOS; ARMAMENTOS; COLEÇÕES E MATERIAIS BIBLIOGRÁFICOS; EMBARCAÇÕES, EQUIPAMENTOS DE MANOBRA E PATRULHAMENTO; EQUIPAMENTOS DE MANOBBRA E PATRULHAMENTO; EQUIPAMENTOS DE PROTEÇÃO, SEGURANÇA, SOCORRO E SOBREVIVÊNCIA; INSTRUMENTOS MUSICAISE ARTÍSTICOS; MÁQUINAS, APARELHOS E EQUIPAMENTOS DE USO INDUSTRIAL; MÁQUINAS, APARELHOS E EQUIPAMENTOS GRÁFICOS E EQUIPAMENTOS DIVERSOS; MÁQUINAS, APARELHOS E UTENSÍLIOS DE ESCRITÓRIO; MÁQUINAS; FERRAMENTAS E UTENSÍLIOS DE OFICINA; MÁQUINAS, TRATORES E EQUIPAMENTOS AGRÍCOLAS, RODOVIÁRIOS E DE MOVIMENTAÇÃO DE CARGA; MOBILIÁRIO EM GERAL; OBRAS DE ARTE E PEÇAS PARA MUSEU; SEMOVENTES; VEÍCULOS DIVERSOS; VEÍCULOS FERROVIÁRIOS; VEÍCULOS RODOVIÁRIOS; OUTROS MATERIAIS PERMANENTES;;;
44306100;AQUIISIÇÃO DE IMÓVEIS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL PARA ATENDER A DESPESAS COM AQUISIÇÃO DE IMÓVEIS CONSIDERADOS NECESSÁRIOS À REALIZAÇÃO DE OBRAS OU PARA SUA PRONTA UTILIZAÇÃO ;;;;;;;;;;;;;;;;;;;;;;;;;;;
44306200;AQUISIÇÃO DE PRODUTOS PARA REVENDA;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL PARA ATENDER  A DESPESAS COM AQUISIÇÃO DE BENS DESTINADOS À VENDA FUTURA;;;;;;;;;;;;;;;;;;;;;;;;;;;
44309100;SENTENÇAS JUDICIAIS;S;REPRESENTA O SOMATÓRIO DAS TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL PARA ATENDER  A DESPESAS RESULTANTES DE: A) PAGAMENTO DE PRECATÓRIOS, EM CUMPRIMENTO AO DISPOSTO NO ART. 100 E SEUS PARÁGRAFOS DA CONSTITUIÇÃO, E NO ART. 78 DO ADCT; B) CUMPRIMENTO DE SENTENÇAS JUDICIAIS TRANSITADAS EM JULGADO, DE EMPRESAS PÚBLICAS E SOCIEDADES DE ECONOMIA MISTA, INTEGRANTES DOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL; C) CUMPRIMENTO DE SENTENÇAS  JUDICIAIS, TRANSITADAS EM JULGADO, DE PEQUENO VALOR, NA FORMA DEFINIDA EM LEI, NOS TERMOS DO § 3° DO ART.100 DA CONSTITUIÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;
44309160;SENTENÇAS JUDICIAIS;A;REGISTRA O  VALOR DAS TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL PARA DESPESAS RESULTANTES DE: A) PAGAMENTO DE PRECATÓRIOS;;;;;;;;;;;;;;;;;;;;;;;;;;;
44309161;SENTENÇAS JUDICIAIS - ANTERIORES A 05/05/2000;A;REGISTRA O  VALOR DAS  TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL PARA DESPESAS RESULTANTES DE: A) PAGAMENTO DE PRECATÓRIOS - ANTERIORES A 05/05/2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
44309199;OUTRAS SENTENÇAS JUDICIAIS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS À ESTADOS E AO DISTRITO FEDERAL PARA DESPESAS REALIZADAS COM OUTRAS  SENTENÇAS JUDICIAIS NÃO CLASSIFICÁVEIS NOS SUBITENS ANTERIORES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44309200;DESPESAS DE EXERCÍCIOS ANTERIORES;A;"REGISTRA O VALOR DAS  TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL PARA ATENDER A DESPESAS EM CUMPRIMENTO AO ART.37 DA LEI 4320/64, QUE DISPÓE: ""ART.37 - AS DESPESAS DE EXERCÍCIOS ENCERRADOS, PARA AS QUAIS O ORÇAMENTO RESPECTIVO CONSIGNAVA CRÉDITO PÓPRIO, COM SALDO SUFICIENTE PARA ATENDÊ-LAS, QUE NÃO SE TENHAM PROCESSADO NA ÉPOCA PRÓPRIA, BEM COMO OS RESTOS A PAGAR COM PRESCRIÇÃO INTERROMPIDA E OS COMPROMISSOS RECONHECIDOS APÓS O ENCERRAMENTO DO EXERCÍCIO CORRESPONDENTE, PODEÃO SER PAGAS À CONTA DE DOTAÇÃO ESPECÍFICACONSIGNADA NO ORÇAMENTO, DISCRIMINADA POR ELEMENTO, OBEDECIDA, SEMPRE QUE POSSÍVEL, A ORDEM CRONOLÓGICA"".";;;;;;;;;;;;;;;;;;;;;;;;;;;
44309300;INDENIZAÇÕES E RESTITUIÇÕES;A;REGISTRA O  VALOR DAS TRANSFERÊNCIAS EFETUADAS À ESTADOS E AO DISTRITO FEDERAL  PARA REALIZAÇÕES DE DESPESAS DE CAPITAL, COM INDENIZAÇÕES, EXCLUSIVE AS TRABALHISTAS, E RESTITUIÇÕES, DEVIDAS POR ÓRGÃOS E ENTIDADES A QUALQUER TÍTULO, INCLUSIVE DEVOLUÇÃO DE RECEITAS QUANDO NÃO FOR POSSÍVEL EFETUAR ESSA DEVOLUÇÃO IMEDIATA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44309900;OUTROS INVESTIMENTOS A CLASSIFICAR;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL PARA A DESPESAS COM OUTROS INVESTIMENTOS NÃO CLASSIFICÁVEIS NOS ELEMENTOS ANTERIORES;;;;;;;;;;;;;;;;;;;;;;;;;;;
44400000;TRANSFERÊNCIAS A MUNICÍPIOS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS TRANSFERÊNCIAS EFETUADAS AOS MUNICÍPIOS PARA REALIZAÇÃO DE DESPESAS COM INVESTIMENTOS;;;;;;;;;;;;;;;;;;;;;;;;;;;
44404100;CONTRIBUIÇÕES;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A MUNICÍPIOS A TÍTULO DE DESPESAS ÀS QUAIS NÃO CORRESPONDA CONTRAPRESTAÇÃO DIRETA EM BENS E SERVIÇOS E NÃO SEJA REEMBOLSÁVEL PELO RECEBEDOR, INCLUSIVE AS DESTINADAS A ATENDER A DESPESAS DE MANUTENÇÃO DE OUTRAS ENTIDADES DE DIREITO PÚBLICO OU PRIVADO, OBSERVADO O DISPOSTO NA LEGISLAÇÃO VIGENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
44404200;AUXÍLIOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A MUNICÍPIOS PARA ATENDER  DESPESAS DE INVESTIMENTOS OU INVERSÕES FINANCEIRAS DE OUTRAS ESFERAS DE GOVERNO OU DE ENTIDADES PRIVADAS SEM FINS LUCRATIVOS, OBSERVADO, RESPECTIVAMENTE, O DISPOSTO NOS ARTIGOS 25 E 26 DA LEI COMPLEMENTAR N. 101, DE 2000.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44404300;SUBVENÇÕES SOCIAIS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A MUNICÍPIOS PARA ATENDER A DESPESAS DE CAPITAL COM INSTITUIÇÕES PRIVADAS DE CARÁTER ASSISTENCIAL OU CULTURAL, SEM FINALIDADE LUCRATIVA, E ACORDO COM OS ARTS.16, PARÁGRAFO ÚNICO, E 17 DALEI N° 4320, DE 1964, OBSERVADO O DISPOSTO NO ART.26 DA LEI COMPLEMENTAR N°101, DE 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
44719199;OUTRAS SENTENÇAS - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR  DAS TRANSFERÊNCIAS A CONSÓRCIOS PARA DESPESAS COM OUTRAS SENTENÇAS JUDICIAIS NÃO CLASSIFICÁVEIS NOS SUBITENS ANTERIORES.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44405100;OBRAS E INSTALAÇÕES;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A MUNICÍPIOS PARA ATENDER A DESPESAS COM  ESTUDOS E PROJETOS; INÍCIO, PROSSEGUIMENTO E CONCLUSÃO DE OBRAS;PAGAMENTO DE PESSOAL TEMPORÁRIO NÃO PERTENCENTE AO QUADRO DA ENTIDADE E NECESSÁRIO À REALIZAÇÃO DAS MESMAS; PAGAMENTO DE OBRAS CONTRATADAS; INSTALAÇÕES QUE SEJAM INCORPORÁVEIS OU INERENTES AO IMÓVEL, TAIS COMO: ELEVADORES, APARELHAGEM PARA AR CONDICIONADO CENTRAL, ETC;;;;;;;;;;;;;;;;;;;;;;;
44709900;OUTROS INVESTIMENTOS A CLASSIFICAR;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A INSTITUIÇÕES MULTIGOVERNAMENTAIS PARA ATENDER  A DESPESAS COM OUTROS INVESTIMENTOS NÃO CLASSIFICÁVEIS NOS ELEMENTOS ANTERIORES;;;;;;;;;;;;;;;;;;;;;;;;;;;
44715224;EQUIPAMENTO DE PROTEÇÃO, SEGURANÇA E  SOCORRO - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR DAS  TRANSFERÊNCIAS A CONSÓRCIOS PARA DESPESAS  COM  TODOS  OS  MATERIAIS  PERMANENTES UTILIZADOS NA PROTEÇÃO E SEGURANÇA DE PESSOAS OU BENS  PÚBLICOS,  COMO TAMBÉM QUALQUER OUTRO UTILIZADO PARA SOCORRO DIVERSO, OU SOBREVIVÊNCIA EM QUALQUER ECOSSISTEMA.                     ;;;;;;;;;;;;;;;;;;;;;;;;;;;
44719399;DIVERSAS INDENIZAÇÕES E RESTITUIÇÕES - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;A;REGISTRA O VALOR DAS  TRANSFERÊNCIAS A CONSÓRCIOS PARA DESPESAS COM RESSARCIMENTOS EFETUADOS A QUALQUER TÍTULO.;;;;;;;;;;;;;;;;;;;;;;;;;;;
33314100;CONTRIBUIÇÕES;A;INCLUSÃO  - ATUALIZAÇÃO DA PORTARIA 163 EM 25.08.2010;;;;;;;;;;;;;;;;;;;;;;;;;;;
44405200;EQUIPAMENTOS E MATERIAL PERMANENTE;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A MUNICÍPIOS PARA ATENDER A DESPESAS  COM AQUISIÇÃO DE AERONAVES; APARELHOS DE MEDIÇÃO; APARELHOS E EQUIPAMENTOS DE COMUNICAÇÃO; APARELHOS , EQUIPAMENTOS E UTENSÍLIOS MÉDICO, ODONTOLÓGICO, LABORATORIAL E HOSPITALAR; APARELHOS E EQUIPAMENTOS PARA ESPORTE E DIVERSÕES; APARELHOS E UTENSÍLIOS DOMÉSTICOS; ARMAMENTOS; COLEÇÕES E MATERIAIS BIBLIOGRÁFICOS; EMBARCAÇÕES, EQUIPAMENTOS DE MANOBRA E PATRULHAMENTO; EQUIPAMENTOS DE MANOBBRA E PATRULHAMENTO; EQUIPAMENTOS DE PROTEÇÃO, SEGURANÇA, SOCORRO E SOBREVIVÊNCIA; INSTRUMENTOS MUSICAISE ARTÍSTICOS; MÁQUINAS, APARELHOS E EQUIPAMENTOS DE USO INDUSTRIAL; MÁQUINAS, APARELHOS E EQUIPAMENTOS GRÁFICOS E EQUIPAMENTOS DIVERSOS; MÁQUINAS, APARELHOS E UTENSÍLIOS DE ESCRITÓRIO; MÁQUINAS; FERRAMENTAS E UTENSÍLIOS DE OFICINA; MÁQUINAS, TRATORES E EQUIPAMENTOS AGRÍCOLAS, RODOVIÁRIOS E DE MOVIMENTAÇÃO DE CARGA; MOBILIÁRIO EM GERAL; OBRAS DE ARTE E PEÇAS PARA MUSEU; SEMOVENTES; VEÍCULOS DIVERSOS; VEÍCULOS FERROVIÁRIOS; VEÍCULOS RODOVIÁRIOS; OUTROS MATERIAIS PERMANENTES;;;
44406100;AQUIISIÇÃO DE IMÓVEIS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A MUNICÍPIOS PARA ATENDER A DESPESAS COM AQUISIÇÃO DE IMÓVEIS CONSIDERADOS NECESSÁRIOS À REALIZAÇÃO DE OBRASOU PARA SUA PRONTA UTILIZAÇÃO ;;;;;;;;;;;;;;;;;;;;;;;;;;;
44409200;DESPESAS DE EXERCÍCIOS ANTERIORES;A;"REGISTRA O VALOR DAS  TRANSFERÊNCIAS A MUNICÍPIOS PARA ATENDER A DESPESAS EM CUMPRIMENTO AO ART.37 DA LEI 4320/64, QUE DISPÓE: ""ART.37 - AS DESPESAS DE EXERCÍCIOS ENCERRADOS, PARA AS QUAIS O ORÇAMENTO RESPECTIVO CONSIGNAVA CRÉDITO PÓPRIO, COM SALDO SUFICIENTE PARA ATENDÊ-LAS, QUE NÃO SE TENHAM PROCESSADO NA ÉPOCA PRÓPRIA, BEM COMO OS RESTOS A PAGAR COM PRESCRIÇÃO INTERROMPIDA E OS COMPROMISSOS RECONHECIDOS APÓS O ENCERRAMENTO DO EXERCÍCIO CORRESPONDENTE, PODEÃO SER PAGAS À CONTA DE DOTAÇÃO ESPECÍFICACONSIGNADA NO ORÇAMENTO, DISCRIMINADA POR ELEMENTO, OBEDECIDA, SEMPRE QUE POSSÍVEL, A ORDEM CRONOLÓGICA"".";;;;;;;;;;;;;;;;;;;;;;;;;;;
44409300;INDENIZAÇÕES E RESTITUIÇÕES;A;REGISTRA O  VALOR DAS TRANSFERÊNCIAS EFETUADAS A MUNICÍPIOSPARA REALIZAÇÕES DE DESPESAS DE CAPITAL, COM INDENIZAÇÕES, EXCLUSIVE AS TRABALHISTAS, E RESTITUIÇÕES, DEVIDAS POR ÓRGÃOS E ENTIDADES A QUALQUER TÍTULO, INCLUSIVE DEVOLUÇÃO DE RECEITAS QUANDO NÃO FOR POSSÍVEL EFETUAR ESSA DEVOLUÇÃO IMEDIATA.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44409900;OUTROS INVESTIMENTOS A CLASSIFICAR;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A MUNICÍPIOS PARA A DESPESAS COM OUTROS INVESTIMENTOS NÃO CLASSIFICÁVEIS NOS ELEMENTOS ANTERIORES;;;;;;;;;;;;;;;;;;;;;;;;;;;
44500000;TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS  TRANSFERÊNCIAS DE RECURSOS FINANCEIROS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS QUE NÃO TENHAM VÍNCULO COM A ADMINISTRAÇÃO PÚBLICA  PARA ATENDER DESPESAS COM INVESTIMENTOS;;;;;;;;;;;;;;;;;;;;;;;;;;;
44503900;OUTROS SERVIÇOS DE TERCEIROS -PESSOA JURÍDICA;A;REGISTRA O VALOR DAS  TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS A TÍTULO DE DESPESAS COM OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;;;;;;;;;;;;;;;;;;;;;;;;;;
44504100;CONTRIBUIÇÕES;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS A TÍTULO DE DESPESAS ÀS QUAIS NÃO CORRESPONDA CONTRAPRESTAÇÃO DIRETA EM BENS E SERVIÇOS E NÃO SEJA REEMBOLSÁVEL PELO RECEBEDOR, INCLUSIVE AS DESTINADAS A ATENDER A DESPESAS DE MANUTENÇÃO DE OUTRAS ENTIDADES DE DIREITO PÚBLICO OU PRIVADO, OBSERVADO O DISPOSTO NA LEGISLAÇÃO VIGENTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
44504200;AUXÍLIOS;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS PARA ATENDER  DESPESAS DE INVESTIMENTOS OU INVERSÕES FINANCEIRAS DE OUTRAS ESFERAS DE GOVERNO OU DE ENTIDADES PRIVADAS SEM FINS LUCRATIVOS, OBSERVADO, RESPECTIVAMENTE, O DISPOSTO NOS ARTIGOS 25 E 26 DA LEI COMPLEMENTAR N. 101, DE 2000.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44505100;OBRAS E INSTALAÇÕES;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS PARA ATENDER A DESPESAS COM  ESTUDOS E PROJETOS; INÍCIO, PROSSEGUIMENTO E CONCLUSÃO DE OBRAS;PAGAMENTO DE PESSOAL TEMPORÁRIO NÃO PERTENCENTE AO QUADRO DA ENTIDADE E NECESSÁRIO À REALIZAÇÃO DAS MESMAS; PAGAMENTO DE OBRAS CONTRATADAS; INSTALAÇÕES QUE SEJAM INCORPORÁVEIS OU INERENTES AO IMÓVEL, TAIS COMO: ELEVADORES, APARELHAGEM PARA AR CONDICIONADO CENTRAL, ETC;;;;;;;;;;;;;;;;;;;;;;;
44505200;EQUIPAMENTOS E MATERIAL PERMANENTE;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS PARA ATENDER A DESPESAS  COM AQUISIÇÃO DE AERONAVES; APARELHOS DE MEDIÇÃO; APARELHOS E EQUIPAMENTOS DE COMUNICAÇÃO; APARELHOS , EQUIPAMENTOS E UTENSÍLIOS MÉDICO, ODONTOLÓGICO, LABORATORIAL E HOSPITALAR; APARELHOS E EQUIPAMENTOS PARA ESPORTE E DIVERSÕES; APARELHOS E UTENSÍLIOS DOMÉSTICOS; ARMAMENTOS; COLEÇÕES E MATERIAIS BIBLIOGRÁFICOS; EMBARCAÇÕES, EQUIPAMENTOS DE MANOBRA E PATRULHAMENTO; EQUIPAMENTOS DE MANOBBRA E PATRULHAMENTO; EQUIPAMENTOS DE PROTEÇÃO, SEGURANÇA, SOCORRO E SOBREVIVÊNCIA; INSTRUMENTOS MUSICAISE ARTÍSTICOS; MÁQUINAS, APARELHOS E EQUIPAMENTOS DE USO INDUSTRIAL; MÁQUINAS, APARELHOS E EQUIPAMENTOS GRÁFICOS E EQUIPAMENTOS DIVERSOS; MÁQUINAS, APARELHOS E UTENSÍLIOS DE ESCRITÓRIO; MÁQUINAS; FERRAMENTAS E UTENSÍLIOS DE OFICINA; MÁQUINAS, TRATORES E EQUIPAMENTOS AGRÍCOLAS, RODOVIÁRIOS E DE MOVIMENTAÇÃO DE CARGA; MOBILIÁRIO EM GERAL; OBRAS DE ARTE E PEÇAS PARA MUSEU; SEMOVENTES; VEÍCULOS DIVERSOS; VEÍCULOS FERROVIÁRIOS; VEÍCULOS RODOVIÁRIOS; OUTROS MATERIAIS PERMANENTES;;;
45906504;COTAS/AÇÕES DE FUNDOS;A;REGISTRA O VALOR  DAS DESPESAS REALIZADAS COM AQUISIÇÃO DE COTAS/AÇÕES DE PARTICIPAÇÃO EM FUNDOS.;;;;;;;;;;;;;;;;;;;;;;;;;;;
44509900;OUTROS INVESTIMENTOS A CLASSIFICAR;A;REGISTRA O VALOR DAS TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS PARA A DESPESAS COM OUTROS INVESTIMENTOS NÃO CLASSIFICÁVEIS NOS ELEMENTOS ANTERIORES;;;;;;;;;;;;;;;;;;;;;;;;;;;
44600000;TRANSFERÊNCIAS  A INSTITUIÇÕES  PRIVADAS COM FINS LUCRATIVOS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS  TRANSFERÊNCIAS DE RECURSOS FINANCEIROS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS QUE NÃO TENHAM VÍNCULO COM A ADMINISTRAÇÃO PÚBLICA  PARA ATENDER DESPESAS COM INVESTIMENTOS;;;;;;;;;;;;;;;;;;;;;;;;;;;
44719161;SENTENÇAS JUDICIAIS - ANTERIORES A 05/05/2000;A;REGISTRA O  VALOR DAS  TRANSFERÊNCIAS A CONSÓRCIOS PARA DESPESAS RESULTANTES DE: A) PAGAMENTO DE PRECATÓRIOS - ANTERIORES A 05/05/2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
44719200;DESPESAS DE EXERCÍCIOS ANTERIORES - TRANSFERÊNCIAS A CONSÓRCIOS PÚBLICOS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DAS TRANSFERÊNCIAS A CONSÓRCIOS PARA APROPRIAÇÕES DAS DESPESAS DE EXERCÍCIOS  ANTERIORES, CONFORME CUMPRIMENTO DO ART. 37 DA LEI NR. 4.320 DE   17/03/64.;;;;;;;;;;;;;;;;;;;;;;;;;;;
