code;specification;kind;docket;status;;;
79159901;OUTRAS MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS ? PRINCIPAL - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DO PRINCIPAL DA RECEITA DE MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS NÃO CLASSIFICADAS NOS ITENS ANTERIORES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79180000;MULTAS E JUROS DE MORA DE OUTRAS RECEITAS - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DA ARRECADAÇÃO DE  MULTAS DE CARÁTER PUNITIVO OU MORATÓRIO E JUROS DESTINADOS A INDENIZAÇÃO PELO PAGAMENTO EM ATRASO DAS DEMAIS RECEITAS DE SERVIÇOS NÃO CLASSIFICADAS NOS ITENS ANTERIORES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79180100;MULTAS E JUROS DE MORA DE ALUGUEL - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO COM RECEITAS PROVENIENTES DE MULTAS E JUROS DE MORA APLICADOS POR ATRASO NO PAGAMENTO DE ALUGUÉIS DEVIDOS POR USO DO PATRIMÔNIO IMOBILIÁRIO, DECORRENTES DE CLÁUSULAS CONTRATUAIS PACTUADAS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79180200;MULTAS E JUROS DE MORA DE ARRENDAMENTOS - INTRA-ORÇAMENTÁRIAS;A; REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE MULTAS E JUROS DE MORA APLICADOS POR ATRASO NO PAGAMENTO DE RENDAS DEVIDAS POR USO DO PATRIMÔNIO IMOBILIÁRIO SOB A FORMA DE ARRENDAMENTO, DECORRENTES DE CLÁUSULAS CONTRATUAIS PACTUADAS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79180300;MULTAS E JUROS DE MORA DE LAUDÊMIOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA A RECEITA DECORRENTE DE MULTAS E JUROS DE MORA POR ATRASOS NOS RECOLHIMENTOS DAS DIFERENÇAS DE LAUDÊMIOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
79180400;MULTAS E JUROS DE MORA DA ALIENAÇÃO DE DOMÍNIO ÚTIL - INTRA-ORÇAMENTÁRIAS;A;REGISTRA  O VALOR DA ARRECADAÇÃO DA RECEITA DECORRENTE DE MULTAS, JUROS DE MORA, ALIENAÇÃO DE DOMÍNIO ÚTIL E MULTAS APLICADAS POR ATRASOS NO RECOLHIMENTO DE PARCELAS REFERENTES À AQUISIÇÃO DE DOMÍNIO ÚTIL DE TERRENOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79180500;MULTAS E JUROS DE MORA DA ALIENAÇÃO DE OUTROS BENS IMÓVEIS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DECORRENTE DE MULTAS E JUROS DE MORA DE ALIENAÇÃO DE OUTROS BENS IMÓVEIS ,APLICADOS POR ATRASOS NOS RECOLHIMENTOS DE PARCELAS REFERENTES À AQUISIÇÃO DE DOMÍNIO ÚTIL OU PLENO DE IMÓVEIS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79180700;MULTAS E JUROS DE MORA DE FOROS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA A RECEITA DECORRENTE DE MULTAS E JUROS DE MORA APLICADOS POR ATRASOS NO RECOLHIMENTO DE DÉBITOS DE FORO PARA COM O MUNICÍPIO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
79180800;MULTAS E JUROS DE MORA DA TAXA DE OCUPAÇÃO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA A RECEITA DECORRENTE DE MULTAS E JUROS MORA APLICADOS POR ATRASOS NO RECOLHIMENTO DE DÉBITOS DE TAXA DE OCUPAÇÃO PARA COM O MUNICÍPIO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
79321200;RECEITA DA DÍVIDA ATIVA DE FOROS- INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DA DÍVIDA ATIVA DE FOROS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
79180900;MULTAS E JUROS DE MORA DE DIVIDENDOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA PROVENIENTE DO RESULTADO DA APLICAÇÃO DE PENAS PECUNIÁRIAS INCIDENTES SOBRE OS VALORES DE DIVIDENDOS DEVIDOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79181000;MULTAS E JUROS DE MORA DE PARTICIPAÇÕES - INTRA-ORÇAMENTÁRIAS;A; REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA PROVENIENTE DO RESULTADO DA APLICAÇÃO DE PENAS PECUNIÁRIAS INCIDENTES SOBRE OS VALORES DE PARTICIPAÇÕES DEVIDAS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79181200;MULTAS E JUROS DE MORA DA RECEITA DECORRENTE DE BENS APREENDIDOS - INTRA-ORÇAMENTÁRIAS;A; REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA PROVENIENTE DO RESULTADO DA APLICAÇÃO DE PENAS PECUNIÁRIAS INCIDENTES SOBRE AS RECEITAS DECORRENTES DE BENS APREENDIDOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79189900;OUTRAS MULTAS E JUROS DE MORA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE OUTRAS MULTAS DE CARÁTER PUNITIVO OU MORATÓRIO E DE JUROS DESTINADOS À INDENIZAÇÃO PELO PAGAMENTO EM ATRASO DE OUTRAS RECEITAS NÃO CLASSIFICADAS NOS ITENS ANTERIORES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79190000;MULTAS DE OUTRAS ORIGENS - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DA ARRECADAÇÃO DE RECURSOS DE OUTRAS MULTAS QUE NÃO AS LISTADAS ANTERIORMENTE DESDE QUE SEJAM REFERENTES A INFRAÇÕES A REGULAMENTOS ESPECÍFICOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79190100;MULTAS PREVISTAS NA LEGISLAÇÃO DE METROLOGIA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE MULTAS DE VIOLAÇÃO DA POLÍTICA DE METROLOGIA, DA NORMALIZAÇÃO INDUSTRIAL E DA CERTIFICAÇÃO DE QUALIDADE DE PRODUTOS INDUSTRIAIS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
79220702;DESPESAS DE EXERCÍCIOS ANTERIORES PAGAS A MAIOR - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITAS DECORRENTES  DO RECEBIMENTO DE DISPONIBILIDADES REFERENTES A DEVOLUÇÕES DE RECURSOS PAGOS A MAIOR ., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79190200;MULTAS DO REGULAMENTO PARA O TRÁFEGO MARÍTIMO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE MULTAS DEVIDAS POR EMBARCAÇÕES BRASILEIRAS, QUANDO EM ÁGUAS SOB JURISDIÇÃO NACIONAL OU EM ALTO-MAR; POR EMBARCAÇÕES ESTRANGEIRAS EM ÁGUAS TERRITORIAIS, NAVIOS DE GUERRA ESTRANGEIROS E OUTRAS EMBARCAÇÕES QUE VIOLEM AS NORMAS EXPRESSAS NO REGULAMENTO PARA O TRÁFEGO MARÍTIMO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;
93200000;® RECEITAS DE CAPITAL;A;REGISTRA O VALOR DOS DESCONTOS CONCEDIDOS DE RECEITAS DE CAPITAL;A;;;
79190300;MULTA DE POLUIÇÃO DE ÁGUAS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA COM PENALIDADES PECUNIÁRIAS DESTINADAS A PUNIR O INFRATOR PELA POLUIÇÃO DE ÁGUAS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79191000;MULTAS PREVISTAS NA LEGISLAÇÃO SANITÁRIA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA COM MULTAS E JUROS DE MORA APLICADOS COM O FIM DE PUNIR A QUEM TRANSGRIDE O DISPOSTO NA LEGISLAÇÃO SANITÁRIA, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79191500;MULTAS PREVISTAS NA LEGISLAÇÃO DE TRÂNSITO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE MULTAS APLICADAS COM O FIM DE PUNIR A QUEM TRANSGRIDE O DISPOSTO NA LEGISLAÇÃO DO TRÂNSITO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79192600;MULTAS PREVISTAS NA LEGISLAÇÃO SOBRE DEFESA DOS DIREITOS DIFUSOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE MULTAS REFERENTES ÀS INFRAÇÕES PREVISTAS EM LEGISLAÇÕES SOBRE DEFESA DE DIREITOS DIFUSOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79192700;MULTAS E JUROS PREVISTOS EM CONTRATOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA COM MULTAS E JUROS DE MORA DE INDENIZAÇÃO PELO ATRASO NO CUMPRIMENTO DE OBRIGAÇÃO E MULTAS DE CARÁTER PUNITIVO OU MORATÓRIO DECORRENTES DE INOBSERVÂNCIA DE OBRIGAÇÕES CONTRATUAIS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79192800;MULTAS DECORRENTES DA OPERAÇÃO DO TRANSPORTE RODOVIÁRIO DE PASSAGEIROS E CARGAS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR TOTAL DA ARRECADAÇÃO DE MULTAS COBRADAS POR INFRAÇÕES DAS LEGISLAÇÕES DE OPERAÇÃO DO TRANSPORTE RODOVIÁRIO DE PASSAGEIROS E CARGAS, BEM COMO DOS CONTRATOS DE CONCESSÃO DE SERVIÇOS DE TRANSPORTE RODOVIÁRIO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
79192900;MULTAS PREVISTAS POR INFRAÇÕES À LEGISLAÇÃO SOBRE TRANSPORTES FERROVIÁRIOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR TOTAL DA RECEITA PROVENIENTE DO RECOLHIMENTO DE MULTAS POR INFRAÇÕES A DISPOSIÇÕES PREVISTAS NO REGULAMENTO DE TRANSPORTE FERROVIÁRIO E CONTRATOS DE CONCESSÕES DE SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE PASSAGEIROS E CARGAS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS..;A;;;
79193100;MULTA DE TARIFA PEDÁGIO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA PROVENIENTE DE MULTAS E JUROS DE MORA COBRADAS SOBRE A TARIFA DE PEDÁGIO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79193500;MULTAS POR DANOS  AO MEIO AMBIENTE - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE MULTAS E JUROS DE MORA POR DANOS AO MEIO AMBIENTE, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79193700;MULTA POR INFRAÇÃO À LEGISLAÇÃO DE LICITAÇÃO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE MULTAS APLICADAS POR INFRAÇÕES PRATICADAS EM INOBSERVÂNCIA À LEGISLAÇÃO APLICADA AOS PROCEDIMENTOS DE LICITAÇÃO, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79194800;MULTAS APLICADAS PELOS TRIBUNAIS DE CONTAS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DOS RECURSOS PROVENIENTES DE MULTAS APLICADAS PELO TRIBUNAL DE CONTAS DO ESTADO PELO NÃO CUMPRIMENTO À DECISÃO DAQUELE TRIBUNAL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79195000;MULTAS POR AUTO DE INFRAÇÃO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE MULTAS PUNITIVAS APLICADAS PELO NÃO CUMPRIMENTO NOS CASOS PREVISTOS NO REGULAMENTOS OU NOS CONTRATOS, OU PELA REINCIDÊNCIA EM FATOS QUE TENHA GERADO ADVERTÊNCIA, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79199900;OUTRAS MULTAS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE OUTRAS MULTAS E JUROS DE MORA NÃO CLASSIFICADAS NOS ITENS ANTERIORES, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79200000;INDENIZAÇÕES E RESTITUIÇÕES - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DA ARRECADAÇÃO DA RECEITA COM INDENIZAÇÕES E RESTITUIÇÕES., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79210000;INDENIZAÇÕES - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO  DAS RECEITAS RECEBIDAS ATRAVÉS DE  INDENIZAÇÕES AOS MUNICÍPIOS., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79321300;RECEITA DE DÍVIDA ATIVA DE TAXA DE OCUPAÇÃO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DA DÍVIDA ATIVA DA TAXA DE OCUPAÇÃO., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79210500;INDENIZAÇÕES PREVISTAS NA LEGISLAÇÃO SOBRE DEFESA DE DIREITOS DIFUSOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITA DE INDENIZAÇÕES PREVISTAS NA LEGISLAÇÃO DE DEFESA DOS DIREITOS DIFUSOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79210600;INDENIZAÇÕES POR  DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DOS RECURSOS RECEBIDOS COMO INDENIZAÇÃO POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79219900;OUTRAS INDENIZAÇÕES - INTRA-ORÇAMENTÁRIAS;A;REGISTRA A ARRECADAÇÃO DA RECEITA DE RECURSOS RECEBIDOS COMO RESSARCIMENTO POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO, NÃO ENQUADRADOS NOS ITENS  ANTERIORES., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
81140400;OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE MEIO AMBIENTE - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA COM OPERAÇÕES INTERNAS RELATIVAS A PROGRAMAS DE MEIO AMBIENTE., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79220000;RESTITUIÇÕES - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DAS RECEITAS RECEBIDAS ATRAVÉS DE RESTITUIÇÕES, POR DEVOLUÇÕES EM DECORRÊNCIA DE PAGAMENTOS INDEVIDOS E REEMBOLSO OU RETORNO DE PAGAMENTOS EFETUADOS A TÍTULO DE ANTECIPAÇÃO.., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79220100;RESTITUIÇÕES DE CONVÊNIOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITAS DE RECURSOS PROVENIENTES DA DEVOLUÇÃO DE SALDOS DE CONVÊNIOS.., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79220700;RECUPERAÇÃO DE DESPESAS DE EXERCÍCIOS ANTERIORES - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DE RECEITAS DECORRENTES DE RECUPERAÇÃO DE DESPESAS EFETUADAS EM EXERCÍCIOS ANTERIORES E CANCELADA NO EXERCÍCIO CORRENTE, PROVENIENTES DE CANCELAMENTO DE RESTOS A PAGAR OU DO RECEBIMENTO DE DISPONIBILIDADES REFERENTES A DEVOLUÇÕES DE RECURSOS PAGOS A MAIOR ., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79220701;CANCELAMENTO DE RESTOS A PAGAR - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITAS DECORRENTES  DO  CANCELAMENTO DE RESTOS A PAGAR., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
95100000;® RECEITAS CORRENTES;A;REGISTRA O VALOR DAS DEDUÇÕES DE RECEITAS CORRENTES PARA O FUNDEB;A;;;
79229900;OUTRAS RESTITUIÇÕES - INTRA-ORÇAMENTÁRIAS;A;REGISTRA A ARRECADAÇÃO DE OUTRAS RESTITUIÇÕES NÃO ENQUADRADOS NOS   ITENS ANTERIORES E AINDA, AS REFERENTES A RECUPERAÇÃO DE DESPESAS DE   EXERCÍCIOS ANTERIORES.., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79300000;RECEITA DA DÍVIDA ATIVA - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DA ARRECADAÇÃO DA RECEITA DA DÍVIDA ATIVA CONSTITUÍDAS DE CRÉDITOS DA FAZENDA PÚBLICA, DE NATUREZA TRIBUTÁRIA OU NÃO TRIBUTÁRIA, EXIGÍVEIS PELO TRANSCURSO DO PRAZO PARA PAGAMENTO, INSCRITOS NA FORMA DE LEGISLAÇÃO PRÓPRIA APÓS APURADA SUA LIQUIDEZ E CERTEZA., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79310000;RECEITA DA DÍVIDA ATIVA TRIBUTÁRIA - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO  DOS VALORES DA ARRECADAÇÃO QUE CONSTITUEM CRÉDITOS DE NATUREZA TRIBUTÁRIA, EXIGÍVEL PELO TRANSCURSO DO PRAZO PARA PAGAMENTO,INSCRITO NA FORMA DE LEGISLAÇÃO PRÓPRIA, APOS APURADA SUA LIQUIDEZ E CERTEZA.., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79311100;RECEITA DA DÍVIDA ATIVA DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITAS DA DÍVIDA ATIVA, PELO NÃO PAGAMENTO DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL URBANA - IPTU, NO TRANSCURSO DE PRAZO EXIGÍVEL.., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79311200;RECEITA DA DÍVIDA ATIVA DO IMPOSTO SOBRE A TRANSMISSÃO INTER-VIVOS DE BENS IMÓVEIS - ITBI - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITAS DA DÍVIDA ATIVA, PELO NÃO PAGAMENTO DO IMPOSTO SOBRE A TRANSFERÊNCIA DE BENS IMÓVEIS -  ITBI, NO TRANSCURSO DE PRAZO EXIGÍVEL.., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79311300;RECEITA DA DÍVIDA ATIVA DO IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITAS DA DÍVIDA ATIVA, PELO NÃO PAGAMENTO DO IMPOSTO SOBRE SERVIÇOS - ISS, NO TRANSCURSO DE PRAZO EXIGÍVEL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79313500;RECEITA DA DÍVIDA ATIVA DA TAXA DE FISCALIZAÇÃO E VIGILÂNCIA SANITÁRIA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITAS DA DÍVIDA ATIVA, PELO NÃO PAGAMENTO DA TAXA DE VIGILÂNCIA SANITÁRIA, NO TRANSCURSO DE PRAZO EXIGÍVEL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79313600;RECEITA DA DÍVIDA ATIVA DA TAXA DE SAÚDE SUPLEMENTAR- INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITAS DA DÍVIDA ATIVA REFERENTE À TAXA DE SAÚDE SUPLEMENTAR, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
79319800;RECEITA DA DÍVIDA ATIVA DAS CONTRIBUIÇÕES DE MELHORIA - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DE RECEITAS DA DÍVIDA ATIVA, PELO NÃO PAGAMENTO DAS CONTRIBUIÇÕES DE MELHORIA, NO TRANSCURSO DE PRAZO EXIGÍVEL.., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79319900;RECEITA DA DÍVIDA ATIVA DE OUTROS TRIBUTOS - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DA ARRECADAÇÃO DE  RECEITAS RECEBIDAS ATRAVÉS DA DÍVIDA  ATIVA DE DEMAIS TRIBUTOS NÃO DESCRITOS NAS CONTAS ANTERIORES. ., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79319901;RECEITA DA DÍVIDA ATIVA DE OUTROS TRIBUTOS ? PRINCIPAL - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DO PRINCIPAL DA RECEITA DA DÍVIDA ATIVA REFERENTE A OUTROS TRIBUTOS NÃO CLASSIFICADOS NOS ITENS ACIMA, DEVIDOS E NÃO PAGOS, QUE FORAM INSCRITOS EM DÍVIDA ATIVA, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79320000;RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DOS DEMAIS CRÉDITOS DA FAZENDA PÚBLICA, TAIS COMO OS PROVENIENTES DE RECEITAS DE CONTRIBUIÇÕES, PATRIMONIAIS, AGROPECUÁRIAS, INDUSTRIAIS E DE SERVIÇOS, REFERENTES A INFRAÇÕES E REGULAMENTOS ESPECÍFICOS E OUTROS.., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79320200;RECEITA DA DÍVIDA ATIVA DA CONTRIBUIÇÃO PARA O FINANCIAMENTO DA SEGURIDADE SOCIAL - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DA ARRECADAÇÃO DA RECEITA DE DÍVIDA ATIVA, PELO NÃO PAGAMENTO DA CONTRIBUIÇÃO PARA O FINANCIAMENTO DA SEGURIDADE SOCIAL, NO TRANSCURSO DO PRAZO EXIGÍVEL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79320201;RECEITA DO PRINCIPAL DA DÍVIDA ATIVA DA CONTRIBUIÇÃO PARA O FINANCIAMENTO DA SEGURIDADE SOCIAL - INTRA-ORÇAMENTÁRIAS;A; REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DE DÍVIDA ATIVA, PELO NÃO PAGAMENTO DA CONTRIBUIÇÃO PARA O FINANCIAMENTO DA SEGURIDADE SOCIAL, NO TRANSCURSO DO PRAZO EXIGÍVEL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79321100;RECEITA DA DÍVIDA ATIVA DE ALUGUÉIS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR  DA ARRECADAÇÃO DA RECEITA DA DÍVIDA ATIVA DE ALUGUÉIS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79321400;RECEITA DA DÍVIDA ATIVA DE ARRENDAMENTO - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DA DÍVIDA ATIVA DE ARRENDAMENTO. ., DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
79321500;RECEITA DA DÍVIDA ATIVA DE LAUDÊMIOS - INTRA-ORÇAMENTÁRIAS;A;REGISTRA O VALOR DA ARRECADAÇÃO DA RECEITA DA DÍVIDA ATIVA DE LAUDÊMIOS, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS.;A;;;
79321600;RECEITA DA DÍVIDA ATIVA DE OUTRAS CONTRIBUIÇÕES - INTRA-ORÇAMENTÁRIAS;S;REPRESENTA O SOMATÓRIO DOS VALORES DA ARRECADAÇÃO DE RECEITA DE DÍVIDA ATIVA, PELO NÃO PAGAMENTO DE OUTRAS CONTRIBUIÇÕES NÃO CLASSIFICADAS NOS ITENS ANTERIORES, NO TRANSCURSO DO PRAZO EXIGÍVEL, DECORRENTE DE OPERAÇÕES INTRA-ORÇAMENTÁRIAS;A;;;
